Date,NDX,ADBE,AMD,ABNB,GOOGL,AMZN,AEP,AMGN,ADI,ANSS,AAPL,AMAT,ARM,ASML,AZN,TEAM,ADSK,ADP,BKR,BIIB,BKNG,AVGO,CDNS,CDW,CHTR,CTAS,CSCO,CCEP,CTSH,CMCSA,CEG,CPRT,CSGP,COST,CRWD,CSX,DDOG,DXCM,FANG,DLTR,DASH,EA,EXC,FAST,FTNT,GEHC,GILD,GFS,HON,IDXX,ILMN,INTC,INTU,ISRG,KDP,KLAC,KHC,LRCX,LIN,LULU,MAR,MRVL,MELI,META,MCHP,MU,MSFT,MRNA,MDLZ,MDB,MNST,NFLX,NVDA,NXPI,ORLY,ODFL,ON,PCAR,PANW,PAYX,PYPL,PDD,PEP,QCOM,REGN,ROP,ROST,SBUX,SMCI,SNPS,TTWO,TMUS,TSLA,TXN,TTD,VRSK,VRTX,WBD,WDAY,XEL,ZS
7/17/2023,15713.28027,522,118.3199997,145.3600006,124.3421097,133.5599976,81.15908051,219.4092712,192.0797272,347.8299866,192.7421265,144.0893555,,746.6379395,65.20379639,180.4299927,213.7299957,227.3611145,33.58394241,278.3999939,2928.58252,89.16791534,244.4400024,187.0514832,374.8099976,122.6857681,48.8554039,63.15187073,67.05331421,40.59550095,95.19091034,46.86999893,90.61000061,536.2407837,152.7299957,32.6489296,112.7699966,137.4499969,126.8602753,149.1100006,85.33999634,137.2839813,39.77968979,55.284729,80.27999878,81.03237152,73.66455078,68.09999847,202.5145111,551.8400269,179.1245117,33.68343353,487.0547791,353.8399963,30.58633423,484.7500916,33.51528168,64.07118225,376.2402954,383.6900024,188.8759155,64.31154633,1179.170044,309.687561,89.81674194,64.77219391,342.4292908,122.5999985,69.75548553,409.1700134,57.29000092,450.0499878,46.44311905,214.8639069,968.960022,190.5084076,104.3300018,83.45477295,250.0500031,116.4805603,73.48999786,79.09999847,178.7711487,120.0279541,721.6099854,473.2332458,108.8493042,97.90977478,30.20499992,461.1799927,152.7100067,135.8909454,290.3800049,176.6220551,90.69000244,228.285675,357.980011,12.31000042,228.25,60.31859589,151.8200073
7/18/2023,15841.34961,532.2299805,117.9300003,146.5299988,123.4543076,132.8300018,80.39002228,223.9642639,192.2166901,348.980011,192.4837952,143.1089478,,749.1515503,64.9315033,187.4499969,217.2400055,229.4818115,33.96194077,276.1700134,2960.304443,88.49009705,244.0899963,185.6999817,387.0599976,122.700386,49.26886368,62.63804626,67.76851654,40.93307114,94.38923645,46.75500107,91.23000336,536.8518677,152.9499969,33.16982269,113.8199997,137.9299927,129.9879913,148.8800049,85.06999969,137.8996582,39.30363083,54.8117981,80.23999786,82.30989838,74.36811829,67.44999695,199.6738434,547.4699707,175.4182892,33.81083679,491.6293945,354.9299927,30.5379467,478.5026245,33.51528168,63.6702919,378.3671265,385.4200134,191.2160187,65.50694275,1208.660034,311.1132813,90.9469986,64.55351257,356.0578613,122.6100006,69.91062164,426.019989,56.54999924,474.7999878,47.47572327,218.816452,962.4099731,195.9361877,104.8399963,85.22755432,248.3399963,117.5969696,74.37000275,75.66999817,177.6347198,119.5027161,726.5499878,476.8778687,110.4882202,97.74486542,31.84000015,462.9299927,153.5500031,136.3340454,293.3399963,176.8917236,88.52999878,227.3029175,358.980011,12.77000046,228.3500061,60.11819839,154.8099976
7/19/2023,15826.34961,527.1699829,116.4300003,145.5350037,121.7285767,135.3600006,81.05464172,223.4634857,191.5221558,348.8099976,193.8449707,140.405426,,708.3309326,65.69003296,188.5800018,219.0700073,230.8729095,34.11701965,276.8900146,2906.958252,88.28832245,242.4900055,187.1895905,388.5700073,122.7807693,50.41308212,62.78347015,67.69013977,41.19349289,93.75582123,46.09999847,91.61000061,537.3560791,157.6100006,33.21896362,115.2200012,133.6300049,130.0722961,150.8399963,85.09999847,135.8838501,39.52261734,55.29438019,78.69000244,81.59129333,75.0716629,66.73000336,199.5960083,547.75,179.503891,33.77163315,496.7200623,349.7000122,30.85726166,465.1872864,34.10989761,62.13372803,368.9539795,390.5100098,187.8095551,65.37743378,1225.75,315.0614014,89.37828064,64.57338715,351.6900024,125.1699982,70.98691559,431.2099915,57.25,477.5899963,47.05888367,215.5096436,963.4500122,196.4332428,101.9100037,84.83678436,246,118.6748581,74.22000122,75.23000336,179.3778687,121.0200729,719.0100098,479.2910461,111.1891937,98.78285217,30.36700058,457.3299866,152.0099945,135.4773712,291.2600098,176.8820953,88.30999756,226.5385742,358.5700073,13.27999973,231.6799927,60.49036407,161.0399933
7/20/2023,15466.08984,516.8800049,110.25,145.2799988,118.9055634,129.9600067,82.43133545,224.5998077,185.5160065,340.5,191.8876495,132.7404633,,669.0935059,66.67220306,175.6399994,210.9700012,230.629715,33.59363174,274.7000122,2896.652344,87.01204681,238.7899933,185.867691,395.4500122,123.5163956,50.35539627,63.06462097,65.40734863,41.67573547,95.89360809,45.60499954,90.22000122,540.1199951,148.0700073,33.13050461,109.9000015,130.6499939,131.121109,151.8999939,83.63999939,136.1718445,39.9986763,55.8445282,77.69999695,81.72108459,76.00341034,64.31999969,202.3102264,542.8599854,179.1537018,32.7034111,488.0074158,347.6600037,31.37977409,444.9325256,34.35529327,59.74683762,375.7381592,381.8599854,189.0635376,62.97671127,1198.339966,301.611908,85.97774506,64.30500031,343.5583801,124.7699966,71.63656616,412.6400146,57.58000183,437.4200134,45.50248337,207.3600464,952.2299805,198.003891,97.30000305,84.66523743,242.0500031,119.1945648,73.01999664,74.87999725,182.305542,117.4211807,723.0200195,478.2582092,110.7745285,97.86126709,30.29500008,451.7099915,151.6399994,137.958847,262.8999939,173.2706909,84.40000153,229.1691589,361.8200073,13.10999966,222.3200073,61.60683823,147.8999939
7/21/2023,15425.66992,520.2299805,110.9499969,148.7700043,119.7235413,130,83.48523712,226.1309967,187.7756653,341.7600098,190.705307,135.0775909,,686.144165,67.43073273,174.4199982,209.8999939,231.2231293,34.33994293,276.7399902,2902.351318,87.83580017,242.8600006,185.976181,394.4700012,123.5992203,50.60539246,62.92889404,65.45633698,41.36709595,95.60658264,45.56999969,90.68000031,540.9926758,150.8999939,31.9019928,109.8700027,130.6000061,132.2635651,151.5700073,84.5,136.1023102,40.51282501,56.11476898,78.16000366,82.49985504,76.66894531,63.75,202.9328308,554.5999756,185.3015594,33.3404274,488.7417297,336.6600037,31.5249176,453.2954102,34.27978897,60.5340538,378.6329956,382.9599915,192.4403534,63.16597366,1221.030029,293.3766785,87.41980743,65.25927734,340.4879761,126.4300003,71.73352814,409.7799988,58.09999847,427.5,44.29194641,208.6808167,956.2299805,196.0803223,98.76000214,83.78835297,243.8200073,118.7711105,72.98999786,75.97000122,183.1337585,121.3118896,734.6300049,495.9251709,110.6066895,99.7432251,30.31500053,454,149.9600067,138.7466125,260.019989,177.5080719,84.16000366,232.3953552,362.4599915,12.93000031,225.0500031,62.22711182,149.0099945
7/24/2023,15448.01953,523.8599854,110.6100006,147.6199951,121.2298126,128.8000031,83.17191315,226.7088013,188.1766968,339.8399963,191.5101013,137.0086823,,677.3566284,67.02230072,173.0899963,210.5299988,232.9838562,34.73732376,277,2873.082031,88.30986023,241.2700043,187.4263611,399.4299927,124.3665085,51.06692886,62.75439072,66.08336639,41.75289536,95.55710602,44.82500076,90.58000183,546.8791504,149.7400055,31.96096802,111.4899979,127.7200012,135.2695618,150.8000031,84.30999756,136.7974243,40.77941895,56.38502121,77.26999664,80.50301361,73.83569336,61.84999847,203.6332855,554.0300293,182.947464,32.95822144,484.752594,323.5599976,31.31204605,455.687561,34.30809784,62.0288887,378.7806702,380.3900146,191.8183289,62.86713409,1198.430054,290.7346191,86.59159851,65.09029388,341.8151855,123.0100021,72.06320953,410.5799866,58.38000107,428.3699951,44.59483337,206.3132477,957.9799805,193.5801849,97.69000244,84.54132843,243.3300018,120.5419464,73.69000244,78.84999847,183.8656769,120.7088318,727.1300049,491.7343445,111.2681732,99.704422,30.93700027,450.75,150.2799988,139.2094269,269.0599976,177.0939484,82.06999969,232.4450073,357.0499878,12.60999966,223.1199951,62.10305786,148.3300018
7/25/2023,15561.41992,525.3400269,113,148.6499939,121.9081345,129.1300049,83.11495209,226.6028595,191.3950195,344.1700134,192.3744812,138.7020874,,680.1472778,67.29458618,177.9299927,210.7599945,233.9371796,34.64040375,270.3099976,2921.404297,89.91624451,238.2899933,188.3635406,398.7099915,125.7987747,51.53807449,63.00644684,66.46546936,41.76253891,96.51712799,45.08499908,91.80000305,548.1010742,150.9400024,32.59979248,115.3000031,129.9600067,136.7584991,151.9199982,85.40000153,138.5947723,40.96032333,56.56840515,78.33999634,80.08366394,73.42686462,62.43999863,203.98349,556.6699829,184.1926117,33.41882324,492.6614075,330.8999939,31.27333832,460.7586975,34.49686432,63.11701965,385.0331726,382.1199951,192.3712463,63.6540947,1181.839966,293.5860291,88.51108551,65.28910828,347.6291504,121.8700027,72.14076996,418.9700012,58.08000183,427.7000122,45.66141891,215.1280823,964.3099976,196.5177155,100.0400009,82.26337433,242.9100037,120.3205872,72.95999908,82.98999786,184.2894287,121.6523132,729.8800049,490.9399109,111.0806046,99.84023285,32.13499832,456.4500122,151.0299988,140.2926178,265.2799988,179.2030334,83.23000336,235.1847687,358.0599976,12.52999973,227.3999939,61.98855209,155.2100067
7/26/2023,15499.25977,514.5499878,110.0899963,150.1699982,128.9506989,128.1499939,83.18141937,226.5065918,187.3452301,338.480011,193.2488251,137.6721802,,677.1784668,67.46963501,176.6499939,212.75,246.5543213,34.43686295,265.25,2937.021973,87.47730255,233.9600067,187.0712128,394.5700073,125.815834,51.17269516,62.5701828,66.38710022,41.38638687,96.338974,44.79000092,84.37999725,549.0513306,154.6300049,32.38357544,110.6399994,130.6900024,135.775238,151.7299957,86.11000061,137.8599548,41.13170624,56.83055878,77.26000214,77.30804443,73.38883209,60.65000153,202.6020508,556.1599731,185.9824829,33.6736412,493.0484009,329.3699951,31.48621178,452.5935364,34.31754303,62.35309219,382.2466125,378.980011,191.285141,63.46482086,1176.22998,297.6737671,86.06544495,66.97898102,334.5452576,120.6500015,71.43293762,405.1400146,58.16999817,422.6700134,45.43450928,213.7486115,965.6199951,209.132782,99.25,80.64308167,245.0099945,122.9479599,73.43000031,84.11000061,184.5205688,120.631012,730.960022,490.4334106,112.0382767,98.68584442,31.73600006,449.3299866,150.25,138.9337158,264.3500061,169.4955444,84.58999634,235.2741089,351.9100037,12.76000023,230.0500031,62.07442856,156.6199951
7/27/2023,15464.92969,513.9699707,111.0999985,148.5,129.080368,128.25,80.95020294,227.3154907,191.1895905,334.3299866,191.9770508,144.7231293,,700.7506104,66.26377869,170.5599976,209.4600067,244.054245,33.59363174,262.7900085,2934.778076,87.520401,234.8999939,185.5322571,400.9899902,122.9001236,50.96115875,61.91093826,64.94687653,43.73975372,94.43872833,44.20000076,80.16000366,544.8426514,152.8500061,32.46220016,109.4599991,129.3600006,135.1759186,151.25,86.04000092,136.5491638,39.95107269,56.01494598,76.58000183,76.73894501,72.74232483,61.45999908,191.0740051,545.960022,184.5330811,33.85983658,492.7209473,323.5599976,32.66670609,476.8122864,34.16653061,68.13636017,378.7216187,370.75,193.2796326,63.64413071,1169.900024,310.774292,88.11161041,70.64701843,327.5625916,118.5100021,70.16272736,403.5799866,57.56000137,413.1700134,45.88233948,216.9869232,919.6099854,204.8482513,102.1100006,81.34838867,245.2799988,122.2742844,72.02999878,84.52999878,181.5639954,122.4110031,744.6599731,487.7918091,112.0382767,97.76426697,32.73400116,448.7399902,149.8500061,137.7421875,255.7100067,171.1519928,85.37999725,229.7647705,349.6400146,12.28999996,229.8000031,59.99414825,155.25
7/28/2023,15750.92969,528.8699951,112.9599991,153.3300018,132.2525177,132.2100067,81.10211182,227.6236267,194.0948334,338.230011,194.570282,150.4570007,,710.8938599,69.36594391,174.2100067,209.7899933,243.7915955,34.3302536,265.230011,2990.725342,88.13356018,234.2400055,183.7664185,396.7999878,122.4348831,50.08616257,62.03696823,64.42761993,43.62401581,94.75543213,44.30500031,81.68000031,546.2875977,155.6000061,33.21896362,112.1900024,132.3800049,136.3839417,152.4400024,89.65000153,136.8868103,39.70351791,56.73346329,76.80000305,77.74736023,73.0750885,62.75,189.8871613,552.7800293,187.1984406,36.09429169,507.9135132,326.5299988,32.82151794,505.143219,34.12877274,70.01072693,382.7389221,377.9599915,197.0909271,64.66020203,1225.02002,324.5029602,90.71315002,70.77624512,335.1395264,118.6600037,72.76134491,411.6199951,58.15000153,425.7799988,46.73200989,218.4740143,928.789978,212.532608,105.0899963,81.3388443,248.4400024,121.7641983,73.98000336,89.34999847,183.2782135,125.9418106,746.0999756,488.9934387,113.1539078,98.22020721,33.45000076,450.8999939,151.6000061,138.7170563,266.4400024,172.9849243,90.44999695,230.4596405,354.0499878,12.78999996,235,60.01323318,157.4900055
7/31/2023,15757,546.1699829,114.4000015,152.1900024,132.3921814,133.6799927,80.45648193,225.4857941,195.1806183,342.1000061,195.1862793,150.1203003,,708.9542847,69.72575378,181.9400024,211.9900055,240.5327301,34.68886948,270.1900024,2949.571533,88.02190399,234.0099945,184.5457611,405.1900024,122.2887344,50.03808975,61.45528412,64.69213867,43.65294647,95.65607452,44.19499969,83.97000122,543.7177124,161.6600037,32.74721527,116.7200012,124.5599976,137.9571838,154.3300018,90.79000092,135.3972931,39.85585785,56.90823746,77.72000122,77.87714386,72.39054108,63.68999863,188.855957,554.7299805,186.9163361,35.05546951,507.7745972,324.3999939,32.90860748,508.0494995,34.14765549,69.74185181,384.6688538,378.5299988,199.2631531,64.87935638,1238.050049,317.6436157,91.53162384,70.96511078,332.7129211,117.6600037,71.87897491,423.3999939,57.49000168,438.9700012,46.71101761,218.1511841,925.789978,208.5065155,107.75,82.09181213,249.9600067,120.7536697,75.81999969,89.81999969,180.5335388,128.5583191,741.9099731,489.638916,113.1835403,98.53062439,33.02700043,451.7999878,152.9400024,135.6644592,267.4299927,174.5657043,91.26000214,227.2632141,352.3399963,13.06999969,237.1300049,59.86054993,160.3800049
